2019-08-29 09:41:03,269 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2019-08-29 09:41:03,310 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2019-08-29 09:41:03,313 INFO  Logger.cs: 73 - Commit version 1.5.0-0-g9aa0fdb
2019-08-29 09:41:03,314 INFO  Logger.cs: 74 - Build version 1.5.7004.21443
2019-08-29 09:41:03,338 INFO  SwAddin.cs: 250 - Adding Assembly export to file menu
2019-08-29 09:41:03,339 INFO  SwAddin.cs: 253 - Adding Part export to file menu
2019-08-29 09:41:03,364 INFO  SwAddin.cs: 218 - Connecting plugin to SolidWorks
2019-08-29 09:42:19,115 INFO  SwAddin.cs: 271 - Assembly export called for file gb_assembly
2019-08-29 09:42:21,226 INFO  SwAddin.cs: 290 - Saving assembly
2019-08-29 09:42:22,631 INFO  SwAddin.cs: 293 - Opening property manager
2019-08-29 09:42:22,661 INFO  ExportHelperExtension.cs: 1134 - Retrieving features of type [CoordSys] from gb_assembly
2019-08-29 09:42:22,674 INFO  ExportHelperExtension.cs: 1145 - Found 39 in gb_assembly
2019-08-29 09:42:22,675 INFO  ExportHelperExtension.cs: 1155 - Found 0 features of type [CoordSys] in gb_assembly
2019-08-29 09:42:22,675 INFO  ExportHelperExtension.cs: 1158 - Proceeding through assembly components
2019-08-29 09:42:22,678 INFO  ExportHelperExtension.cs: 1170 - 5 components to check
2019-08-29 09:42:22,679 INFO  ExportHelperExtension.cs: 1134 - Retrieving features of type [CoordSys] from anydrive1-1
2019-08-29 09:42:22,680 INFO  ExportHelperExtension.cs: 1145 - Found 25 in anydrive1-1
2019-08-29 09:42:22,681 INFO  ExportHelperExtension.cs: 1155 - Found 0 features of type [CoordSys] in anydrive1-1
2019-08-29 09:42:22,681 INFO  ExportHelperExtension.cs: 1134 - Retrieving features of type [CoordSys] from link1-1
2019-08-29 09:42:22,682 INFO  ExportHelperExtension.cs: 1145 - Found 33 in link1-1
2019-08-29 09:42:22,683 INFO  ExportHelperExtension.cs: 1155 - Found 0 features of type [CoordSys] in link1-1
2019-08-29 09:42:22,683 INFO  ExportHelperExtension.cs: 1134 - Retrieving features of type [CoordSys] from base-1
2019-08-29 09:42:22,684 INFO  ExportHelperExtension.cs: 1145 - Found 37 in base-1
2019-08-29 09:42:22,711 INFO  ExportHelperExtension.cs: 1155 - Found 0 features of type [CoordSys] in base-1
2019-08-29 09:42:22,712 INFO  ExportHelperExtension.cs: 1134 - Retrieving features of type [CoordSys] from link2^gb_assembly-2
2019-08-29 09:42:23,280 INFO  ExportHelperExtension.cs: 1145 - Found 22 in link2^gb_assembly-2
2019-08-29 09:42:23,281 INFO  ExportHelperExtension.cs: 1155 - Found 0 features of type [CoordSys] in link2^gb_assembly-2
2019-08-29 09:42:23,282 INFO  ExportHelperExtension.cs: 1134 - Retrieving features of type [CoordSys] from anydrive2-1
2019-08-29 09:42:23,283 INFO  ExportHelperExtension.cs: 1145 - Found 25 in anydrive2-1
2019-08-29 09:42:23,284 INFO  ExportHelperExtension.cs: 1155 - Found 0 features of type [CoordSys] in anydrive2-1
2019-08-29 09:42:23,284 INFO  ExportHelperExtension.cs: 1134 - Retrieving features of type [RefAxis] from gb_assembly
2019-08-29 09:42:23,285 INFO  ExportHelperExtension.cs: 1145 - Found 39 in gb_assembly
2019-08-29 09:42:23,286 INFO  ExportHelperExtension.cs: 1155 - Found 0 features of type [RefAxis] in gb_assembly
2019-08-29 09:42:23,286 INFO  ExportHelperExtension.cs: 1158 - Proceeding through assembly components
2019-08-29 09:42:23,286 INFO  ExportHelperExtension.cs: 1170 - 5 components to check
2019-08-29 09:42:23,287 INFO  ExportHelperExtension.cs: 1134 - Retrieving features of type [RefAxis] from anydrive1-1
2019-08-29 09:42:23,288 INFO  ExportHelperExtension.cs: 1145 - Found 25 in anydrive1-1
2019-08-29 09:42:23,288 INFO  ExportHelperExtension.cs: 1155 - Found 0 features of type [RefAxis] in anydrive1-1
2019-08-29 09:42:23,305 INFO  ExportHelperExtension.cs: 1134 - Retrieving features of type [RefAxis] from link1-1
